Date,Adj Close
2013-12-31,83.1525
2013-12-30,84.8117
2013-12-27,84.2263
2013-12-26,83.3066
2013-12-25,80.5903
2013-12-24,81.4058
2013-12-23,82.1677
2013-12-20,82.7209
2013-12-19,83.2737
2013-12-18,83.4464
2013-12-17,83.3366
2013-12-16,83.1388
2013-12-13,81.9558
2013-12-12,81.1309
2013-12-11,80.698
2013-12-10,81.769
2013-12-09,81.2737
2013-12-06,80.1685
2013-12-05,81.0551
2013-12-04,80.877
2013-12-03,80.8266
2013-12-02,81.4224
2013-11-29,81.1171
2013-11-28,83.4235
2013-11-27,81.634
2013-11-26,80.6952
2013-11-25,80.8094
2013-11-22,80.4155
2013-11-21,80.0725
2013-11-20,81.9719
2013-11-19,82.246
2013-11-18,81.7528
2013-11-15,80.5283
2013-11-14,84.2774
2013-11-13,83.3921
2013-11-12,83.3689
2013-11-11,84.3513
2013-11-08,85.9723
2013-11-07,84.6393
2013-11-06,84.7771
2013-11-05,84.3542
2013-11-04,84.7513
2013-11-01,85.1619
2013-10-31,86.5343
2013-10-30,86.9727
2013-10-29,87.0038
2013-10-28,87.4138
2013-10-25,87.2339
2013-10-24,86.401
2013-10-23,85.4446
2013-10-22,85.8766
2013-10-21,86.6616
2013-10-18,87.501
2013-10-17,87.3663
2013-10-16,86.4989
2013-10-15,87.2585
2013-10-14,84.9688
2013-10-11,85.4641
2013-10-10,86.4001
2013-10-09,84.5736
2013-10-08,84.2138
2013-10-07,83.7317
2013-10-04,84.552
2013-10-03,83.1693
2013-10-02,84.0298
2013-10-01,84.4016
2013-09-30,82.9262
2013-09-27,83.23
2013-09-26,83.0531
2013-09-25,82.5145
2013-09-24,83.0424
2013-09-23,84.0041
2013-09-20,84.5695
2013-09-19,85.2448
2013-09-18,86.2372
2013-09-17,85.6075
2013-09-16,84.629
2013-09-13,84.9884
2013-09-12,85.4712
2013-09-11,85.8154
2013-09-10,85.5757
2013-09-09,86.0788
2013-09-06,86.5526
2013-09-05,87.1355
2013-09-04,86.1997
2013-09-03,85.6552
2013-09-02,85.5779
2013-08-30,87.486
2013-08-29,88.2184
2013-08-28,89.1405
2013-08-27,88.2435
2013-08-26,89.2927
2013-08-23,90.6439
2013-08-22,90.3803
2013-08-21,88.8241
2013-08-20,89.9657
2013-08-19,88.5954
2013-08-16,88.5232
2013-08-15,87.2052
2013-08-14,86.8241
2013-08-13,87.0631
2013-08-12,86.4271
2013-08-09,86.2182
2013-08-08,87.0546
2013-08-07,87.4096
2013-08-06,87.8016
2013-08-05,89.3919
2013-08-02,88.9326
2013-08-01,89.9854
2013-07-31,90.2109
2013-07-30,90.2487
2013-07-29,91.1696
2013-07-26,89.8434
2013-07-25,91.1121
2013-07-24,92.0304
2013-07-23,91.6749
2013-07-22,92.2811
2013-07-19,92.4539
2013-07-18,90.7917
2013-07-17,90.1716
2013-07-16,90.5032
2013-07-15,91.4992
2013-07-12,91.6894
2013-07-11,91.5479
2013-07-10,90.2927
2013-07-09,91.0883
2013-07-08,90.6764
2013-07-05,88.1559
2013-07-04,89.8548
2013-07-03,90.187
2013-07-02,90.1594
2013-07-01,91.4751
2013-06-28,90.2465
2013-06-27,89.4428
2013-06-26,88.1922
2013-06-25,87.9187
2013-06-24,88.4785
2013-06-21,87.9238
2013-06-20,87.2339
2013-06-19,87.399
2013-06-18,87.8406
2013-06-17,88.3103
2013-06-14,87.4535
2013-06-13,85.2261
2013-06-12,86.6284
2013-06-11,86.5554
2013-06-10,86.7241
2013-06-07,87.1439
2013-06-06,86.1525
2013-06-05,86.7993
2013-06-04,86.6058
2013-06-03,86.0889
2013-05-31,87.2609
2013-05-30,88.2578
2013-05-29,87.3544
2013-05-28,89.2577
2013-05-27,90.2902
2013-05-24,88.9443
2013-05-23,88.3852
2013-05-22,88.6984
2013-05-21,88.5158
2013-05-20,89.8397
2013-05-17,90.3856
2013-05-16,89.7527
2013-05-15,89.4501
2013-05-14,89.7026
2013-05-13,90.146
2013-05-10,90.1612
2013-05-09,90.9096
2013-05-08,91.4795
2013-05-07,90.3136
2013-05-06,89.6976
2013-05-03,89.4895
2013-05-02,88.9391
2013-05-01,90.0285
2013-04-30,90.5802
2013-04-29,91.2679
2013-04-26,91.8418
2013-04-25,91.6555
2013-04-24,92.0269
2013-04-23,92.511
2013-04-22,93.1736
2013-04-19,92.238
2013-04-18,93.9557
2013-04-17,93.7737
2013-04-16,94.3116
2013-04-15,94.7995
2013-04-12,93.5948
2013-04-11,93.3108
2013-04-10,92.3857
2013-04-09,93.1671
2013-04-08,93.555
2013-04-05,92.7742
2013-04-04,92.1853
2013-04-03,93.356
2013-04-02,94.4729
2013-04-01,94.5525
2013-03-29,94.5316
2013-03-28,93.9182
2013-03-27,93.2717
2013-03-26,93.5561
2013-03-25,94.0641
2013-03-22,93.6991
2013-03-21,92.4882
2013-03-20,93.658
2013-03-19,92.3898
2013-03-18,93.9634
2013-03-15,93.7996
2013-03-14,93.84
2013-03-13,95.1712
2013-03-12,96.2358
2013-03-11,95.1475
2013-03-08,95.5869
2013-03-07,96.7642
2013-03-06,95.7225
2013-03-05,94.7546
2013-03-04,94.3227
2013-03-01,92.5248
2013-02-28,92.2279
2013-02-27,90.5225
2013-02-26,90.7454
2013-02-25,90.5598
2013-02-22,89.1228
2013-02-21,90.1347
2013-02-20,89.5516
2013-02-19,90.7281
2013-02-18,90.8182
2013-02-15,91.4961
2013-02-14,91.9765
2013-02-13,91.0147
2013-02-12,91.3259
2013-02-11,92.4816
2013-02-08,91.2012
2013-02-07,92.0798
2013-02-06,92.8262
2013-02-05,90.3055
2013-02-04,88.5387
2013-02-01,88.455
2013-01-31,86.8176
2013-01-30,84.8666
2013-01-29,85.0162
2013-01-28,86.2459
2013-01-25,85.6193
2013-01-24,83.8103
2013-01-23,83.3362
2013-01-22,84.1644
2013-01-21,84.2648
2013-01-18,84.6203
2013-01-17,85.4682
2013-01-16,85.9413
2013-01-15,87.3157
2013-01-14,86.9247
2013-01-11,86.5939
2013-01-10,85.4059
2013-01-09,86.2959
2013-01-08,86.7999
2013-01-07,86.988
2013-01-04,89.2036
2013-01-03,89.7466
2013-01-02,89.0792
2013-01-01,88.2975
2012-12-31,89.2159
2012-12-28,90.5479
2012-12-27,90.4184
2012-12-26,90.0234
2012-12-25,89.3041
2012-12-24,88.5836
2012-12-21,89.0345
2012-12-20,89.4157
2012-12-19,91.4912
2012-12-18,89.349
2012-12-17,88.6237
2012-12-14,89.0089
2012-12-13,90.5532
2012-12-12,90.7472
2012-12-11,91.6325
2012-12-10,91.9583
2012-12-07,90.2221
2012-12-06,89.1346
2012-12-05,88.7369
2012-12-04,89.6143
2012-12-03,90.3293
2012-11-30,90.7777
2012-11-29,90.2433
2012-11-28,91.079
2012-11-27,90.4246
2012-11-26,90.2597
2012-11-23,90.9712
2012-11-22,90.5355
2012-11-21,91.3888
2012-11-20,90.6345
2012-11-19,91.7508
2012-11-16,91.7263
2012-11-15,91.6111
2012-11-14,90.0101
2012-11-13,90.6143
2012-11-12,90.1522
2012-11-09,90.2347
2012-11-08,90.7234
2012-11-07,90.1893
2012-11-06,91.3841
2012-11-05,93.0957
2012-11-02,91.5751
2012-11-01,92.0769
2012-10-31,92.4585
2012-10-30,91.9503
2012-10-29,92.3669
2012-10-26,91.2521
2012-10-25,91.8292
2012-10-24,91.3096
2012-10-23,90.3792
2012-10-22,91.2553
2012-10-19,91.9626
2012-10-18,89.8444
2012-10-17,90.3722
2012-10-16,88.9924
2012-10-15,88.9683
2012-10-12,87.7034
2012-10-11,85.733
2012-10-10,86.0124
2012-10-09,85.7811
2012-10-08,85.9174
2012-10-05,84.2131
2012-10-04,84.405
2012-10-03,85.2095
2012-10-02,85.9042
2012-10-01,85.0052
2012-09-28,86.3042
2012-09-27,85.5976
2012-09-26,83.6967
2012-09-25,84.1676
2012-09-24,82.0979
2012-09-21,83.0368
2012-09-20,85.6238
2012-09-19,84.7253
2012-09-18,85.3132
2012-09-17,87.8954
2012-09-14,88.6137
2012-09-13,86.9731
2012-09-12,88.2977
2012-09-11,87.3592
2012-09-10,86.8172
2012-09-07,86.7833
2012-09-06,86.6129
2012-09-05,86.5617
2012-09-04,85.4575
2012-09-03,85.7912
2012-08-31,85.9975
2012-08-30,86.2567
2012-08-29,85.9381
2012-08-28,86.3772
2012-08-27,86.8761
2012-08-24,87.4366
2012-08-23,87.1928
2012-08-22,86.3036
2012-08-21,86.8251
2012-08-20,87.2347
2012-08-17,85.9733
2012-08-16,85.1567
2012-08-15,85.0219
2012-08-14,86.7983
2012-08-13,87.8511
2012-08-10,84.976
2012-08-09,84.0935
2012-08-08,83.3101
2012-08-07,83.9807
2012-08-06,84.6413
2012-08-03,85.1428
2012-08-02,86.2569
2012-08-01,86.6839
2012-07-31,86.6842
2012-07-30,87.5341
2012-07-27,87.2983
2012-07-26,88.3958
2012-07-25,88.438
2012-07-24,88.1035
2012-07-23,88.3989
2012-07-20,87.6102
2012-07-19,87.646
2012-07-18,89.1505
2012-07-17,89.8139
2012-07-16,90.0019
2012-07-13,91.1125
2012-07-12,90.5789
2012-07-11,91.018
